name,words,intro
混乱战神,252.8万,做弱者，多不得好活做强者，多不得好死所谓命运，就是在不得好活与不得好死之间做一个选择一个在现代所存在的少数修真者之一，在一次不幸的事故中，他的肉体在同归于尽的大爆炸中被毁，他力保一丝元神不灭，来到了一个完全陌生的魔法世界，一切重新开始，从一个落魄贵族成为称霸大陆的混乱战神，这一切已经不能用传奇来概括，因为这就是战神的生活。（本人已有全本作品三部，请放心收藏阅读）VIP专用群：21138355Vip专用群：73830326混乱群1254455混乱群43104647
全民神祇：我献祭亿万生灵成神,371.1万,韩武穿越到一个人人皆可成神的世界，获得生命献祭能力。
种菜骷髅的异域开荒,419.8万,不死帝国消失的一千年后，当年的种菜小骷髅依旧在耕种着他的农场，直到召唤通道重新开启。“你们饿吗？我种了一千年的菜，存了亿点点食物。”“这些农田都抛荒了吗？我能种东西吗？”“公主的城市在山上不能种菜？那不去了。”“他们要收我的税还不让我种菜？消灭他们！”
死亡开端,186.9万,新书洪荒历已发，字数挺多的了，可以开始食用，味道估计还不错。
普罗之主,448.5万,他叫李伴峰，山峰的峰，不是发疯的疯，医生说过他没有疯。为了救朋友一条命，他去了96号站台，上了1160蒸汽列车，来到了停留在蒸汽时代的普罗州。他遇到了老唱机里的红颜知己，月份牌里的绝世佳丽，老座钟里的摇摆名姝，酒葫芦里的世外高人。这里有越吃越猛的食修，越抽越强的烟修，越杀越狠的武修，越喝越狂的酒修。这里有哪都想去的旅修，还有哪都不想去的宅修。天下百门，谁与争锋。普罗万修，谁是魁首。伴峰穿上西装，戴上礼帽，拿上鸡毛掸子，认真问了一句：告诉我，谁是普罗之主？
开局镇压长公主，奖励九阳神功！,71.1万,【镇魔司+爽文+系统+多女主+无敌+高武】
超神宠兽店,486.4万,【万订爆款，火爆爽文】有一刀斩杀黄金巨龙的低等骷髅种有身怀十大宠兽秘技的看门土狗更有自称为神的打工妹……这是一个得到系统开店，在破碎远古培育宠兽的故事。当荣光覆灭，血脉逆流，昔日的存在将再度回归，一切都是毁灭！
背景无敌，我刀斩诸天,66.8万,（搞笑，热血，装逼，小白文，总之爽就完事了。）
浴火焚神,105.4万,喜欢看书玩游戏的大学青年刘潜，被诱拐到了异界，开始了一段奇思妙想和精彩纷呈的旅程故事~
师尊他只想当个废物,166.5万,［苟道流+无敌流+弟子养成+幕后黑手+反套路+信息差+非爽文］
诸界第一因,393.0万,浩瀚的世界重新焕发生机，远去的神魔即将归来。持一口暴食之鼎，法学生杨狱穿越而来，于边陲小镇睁眼看这似是而非的世界。他看到无垠大地之上，古老的王朝濒临末路，烽火中龙蛇四起。他看到连年征战，民不聊生。千户之地，瞬息尽成白地，万乘之国，弹指化作云烟。他看到有童子挥舞红绫舞动四海。他看到猎户立于山巅，弯弓向天。他看到巨人立地顶天，咆哮间，山河皆碎。他看到九霄云中仙神盘踞，谈笑间，沧海桑田。杨狱沉默、迷惘、压抑，直至，发出惊天怒吼：“大丈夫生当五鼎食，死亦五鼎烹！”“我这一生，绝不碌碌！”…………已有老书《诸天投影》《大道纪》，喜欢的朋友可以去看看。
开局抽到雷祖，隔壁圣女气得自爆,54.8万,【词条、多女主、天才】
我是杀毒软件,429.7万,我游走在黑暗与光明之间，杀戮是我的挚友，邪恶是我的仆从，白骨累累化作我的权杖，鲜血殷殷染红我的披风，阴冷双翼所过之处，死亡的哭号必将震天动地！我是死神，同时也是一个杀毒软件。（新书《全民远征：拯救修仙界》正式上传，恳请大家支持）（群：215053774）
万相之王,480.0万,天地间有万相，我李洛，终将成为那万相之王。
我的诡异人生,493.8万,末法之世，厉诡复苏，人间已是绝路。一块从已故双亲手里传下来的手表，让苏午得以穿梭过去未来。断绝于过去的古老传承、口口相传的禁忌、沦落于尘埃里的技艺，由此重新焕发生机。密藏域中，以经咒、供物、自我的躯壳系缚厉诡的法门；灶神教内，炼油称米油炸诡的技艺……薪火由此重燃，笼罩现在与未来的混沌谜团，被火光映照出些微轮廓……——新书《有诡》已肥可宰，点击作者头像直达！
废土指挥官,143.7万,这就是一本主角得到系统，在生化末世疯狂暴兵，生产飞机坦克，消灭丧尸，救好人和杀坏人的故事。读者群（746860067）
故障乌托邦,137.6万,改装金属义体，AI女友，脑内神经网络，赛博空间，这是一个拥有超高科技的世界，各种科技可以如同魔法般改变你的生活。虽然过去的绝症癌症在纳米医疗机器人面前不值一提，然而新的科技水平也会衍生各种各样的新问题，新麻烦，和新的…赛博精神病。“什么是资本主义啊？”孙杰克双手叉腰，身体后仰。
家族修仙：随机刷新一个仙缘情报,78.8万,【家族修仙+剑道+天才流+单女主+团结+杀伐果断+护短+经营发展+群像】
叱咤风云,227.0万,这是一个属于各种强大血脉战士的时代，有魔法，也有斗气的热血时代！热血无尽，一路前进不止！草根样的小人物，一样可以活出牛逼的光彩！
诡命游戏：建号就是诡仙怎么玩？,38.1万,【幕后】＋【群像】＋【诡异修仙】＋【双世界】＋【主角真无敌】
废黜十年疯皇子，归来陆地剑仙！,68.8万,【剑道、杀伐果断、争霸天下、无敌流、多女主不无脑】
我在异世封神,331.9万,穿越大汉朝。灵堂重生，赵福生一醒来发现自己身缠厉鬼，命不久矣。开局必死的情况下，她绝境逢生，重启封神榜。将厉鬼封神，重建幽冥。
